"Name","Id","ProcessID","Path","StartTime","WorkingSetSize","Handle","HandleCount","ThreadCount","Company","Product","Description","PSComputerName","RunspaceId","PSShowComputerName"
"svchost","408","408","C:\Windows\system32\svchost.exe","5/24/2020 9:51:09 PM","10579968","2224","824","27","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"SearchFilterHost","2432","2432","C:\Windows\system32\SearchFilterHost.exe","5/27/2020 1:12:13 PM","3993600","1896","92","1","Microsoft Corporation","Windows? Search","Microsoft Windows Search Filter Host","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","612","612","C:\Windows\system32\svchost.exe","5/24/2020 9:51:07 PM","4009984","2268","351","9","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"SearchIndexer","2744","2744","C:\Windows\system32\SearchIndexer.exe","5/24/2020 8:43:34 PM","12210176","1940","567","12","Microsoft Corporation","Windows? Search","Microsoft Windows Search Indexer","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","640","640","C:\Windows\system32\svchost.exe","5/24/2020 9:51:08 PM","2936832","2312","305","9","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"SearchProtocolHost","2336","2336","C:\Windows\system32\SearchProtocolHost.exe","5/27/2020 1:09:26 PM","6922240","1984","304","4","Microsoft Corporation","Windows? Search","Microsoft Windows Search Protocol Host","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"services","544","544",,"5/24/2020 8:41:16 PM","5468160",,"207","1",,,,"Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","784","784","C:\Windows\System32\svchost.exe","5/24/2020 9:51:08 PM","11689984","2356","615","20","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"smss","312","312",,"5/24/2020 8:41:08 PM","196608",,"44","2",,,,"Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"spoolsv","976","976","C:\Windows\System32\spoolsv.exe","5/24/2020 8:41:23 PM","1970176","2112","338","8","Microsoft Corporation","Microsoft? Windows? Operating System","Spooler SubSystem App","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","832","832","C:\Windows\system32\svchost.exe","5/24/2020 9:51:08 PM","19402752","2400","1397","31","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"svchost","324","324","C:\Windows\system32\svchost.exe","5/24/2020 8:41:21 PM","10919936","2156","957","41","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","900","900","C:\Windows\system32\svchost.exe","5/24/2020 9:51:08 PM","6279168","2444","490","19","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"svchost","956","956","C:\Windows\System32\svchost.exe","5/24/2020 9:51:09 PM","11243520","2488","372","15","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"svchost","332","332","C:\Windows\system32\svchost.exe","5/24/2020 8:41:23 PM","10051584","2200","474","22","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","1696","1696","C:\Windows\system32\svchost.exe","5/24/2020 9:51:11 PM","1085440","2532","269","14","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"svchost","608","608","C:\Windows\system32\svchost.exe","5/24/2020 8:41:17 PM","4214784","2244","346","8","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"System","4","4",,"5/24/2020 9:51:04 PM","552960",,"614","108",,,,"Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"svchost","652","652","C:\Windows\system32\svchost.exe","5/24/2020 8:41:18 PM","2973696","2288","311","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","804","804","C:\Windows\System32\svchost.exe","5/24/2020 8:41:19 PM","12791808","2332","614","19","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","852","852","C:\Windows\system32\svchost.exe","5/24/2020 8:41:20 PM","22814720","2376","1630","35","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","876","876","C:\Windows\system32\svchost.exe","5/24/2020 8:41:20 PM","6217728","2420","497","20","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","932","932","C:\Windows\System32\svchost.exe","5/24/2020 8:41:20 PM","14905344","2464","375","15","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"csrss","404","404",,"5/24/2020 9:50:21 PM","905216",,"225","10",,,,"Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","1580","1580","C:\Windows\system32\svchost.exe","5/24/2020 8:41:30 PM","1417216","2508","264","14","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"svchost","1804","1804","C:\Windows\system32\svchost.exe","5/24/2020 8:41:36 PM","1601536","2552","104","3","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"csrss","456","456",,"5/24/2020 9:50:21 PM","196608",,"90","9",,,,"Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"System","4","4",,"5/24/2020 8:41:08 PM","507904",,"633","107",,,,"Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"dllhost","2692","2692","C:\Windows\system32\DllHost.exe","5/27/2020 1:14:23 PM","3690496","1628","97","6","Microsoft Corporation","Microsoft? Windows? Operating System","COM Surrogate","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"taskhost","1620","1620","C:\Windows\system32\taskhost.exe","5/24/2020 8:56:26 PM","13758464","2636","376","9","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"dwm","764","764","C:\Windows\system32\dwm.exe","5/24/2020 9:50:23 PM","651264","1672","181","7","Microsoft Corporation","Microsoft? Windows? Operating System","Desktop Window Manager","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"VSSVC","1916","1916","C:\Windows\system32\vssvc.exe","5/24/2020 8:41:38 PM","851968","2680","111","2","Microsoft Corporation","Microsoft? Windows? Operating System","Microsoft? Volume Shadow Copy Service","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"Idle","0","0",,,"4096",,"0","1",,,,"Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"wininit","456","456","C:\Windows\system32\wininit.exe","5/24/2020 8:41:15 PM","155648","2724","75","1","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Start-Up Application","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"LogonUI","748","748","C:\Windows\system32\LogonUI.exe","5/24/2020 9:50:23 PM","13205504","1756","370","10","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon User Interface Host","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"winlogon","484","484","C:\Windows\system32\winlogon.exe","5/24/2020 8:41:15 PM","241664","2768","119","3","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"lsass","560","560","C:\Windows\system32\lsass.exe","5/24/2020 9:50:22 PM","5775360","1800","892","7","Microsoft Corporation","Microsoft? Windows? Operating System","Local Security Authority Process","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"wsmprovhost","1512","1512","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:14:23 PM","60035072","2812","377","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-08","fe084130-9d9e-4f06-826e-5d24975160aa","True"
"MsMpEng","1260","1260",,"5/24/2020 9:50:26 PM","26013696",,"494","15",,,,"Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"SearchIndexer","2848","2848","C:\Windows\system32\SearchIndexer.exe","5/24/2020 9:52:28 PM","7999488","1884","671","11","Microsoft Corporation","Windows? Search","Microsoft Windows Search Indexer","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"services","552","552",,"5/24/2020 9:50:22 PM","4231168",,"212","1",,,,"Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"smss","316","316",,"5/24/2020 9:50:19 PM","180224",,"44","2",,,,"Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"spoolsv","1032","1032","C:\Windows\System32\spoolsv.exe","5/24/2020 9:50:25 PM","1306624","2008","340","8","Microsoft Corporation","Microsoft? Windows? Operating System","Spooler SubSystem App","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","412","412","C:\Windows\system32\svchost.exe","5/24/2020 9:50:24 PM","8089600","2056","1016","44","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"taskhost","2988","2988","C:\Windows\system32\taskhost.exe","5/24/2020 10:06:12 PM","10145792","2616","449","9","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"VSSVC","1860","1860","C:\Windows\system32\vssvc.exe","5/24/2020 9:51:13 PM","708608","2660","111","2","Microsoft Corporation","Microsoft? Windows? Operating System","Microsoft? Volume Shadow Copy Service","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"wininit","460","460","C:\Windows\system32\wininit.exe","5/24/2020 9:51:06 PM","90112","2704","76","1","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Start-Up Application","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"winlogon","488","488","C:\Windows\system32\winlogon.exe","5/24/2020 9:51:06 PM","151552","2748","121","3","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"wsmprovhost","1520","1520","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:14:23 PM","60108800","2792","378","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-06","fb6adbf1-dfc4-40eb-8cd1-49dc5fbf193c","True"
"svchost","616","616","C:\Windows\system32\svchost.exe","5/24/2020 9:50:23 PM","4009984","2100","356","9","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","644","644","C:\Windows\system32\svchost.exe","5/24/2020 9:50:23 PM","2945024","2144","313","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","780","780","C:\Windows\System32\svchost.exe","5/24/2020 9:50:23 PM","8863744","2188","623","20","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","832","832","C:\Windows\system32\svchost.exe","5/24/2020 9:50:23 PM","19787776","2232","1543","35","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","868","868","C:\Windows\system32\svchost.exe","5/24/2020 9:50:23 PM","5427200","2276","493","20","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","952","952","C:\Windows\System32\svchost.exe","5/24/2020 9:50:24 PM","11018240","2320","371","15","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","1052","1052","C:\Windows\system32\svchost.exe","5/24/2020 9:50:25 PM","7839744","2364","479","21","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","1344","1344","C:\Windows\System32\svchost.exe","5/26/2020 4:48:47 AM","1273856","2408","85","2","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","1732","1732","C:\Windows\system32\svchost.exe","5/24/2020 9:50:28 PM","471040","2452","104","3","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"svchost","1772","1772","C:\Windows\system32\svchost.exe","5/24/2020 9:50:28 PM","770048","2496","264","14","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"System","4","4",,"5/24/2020 9:50:19 PM","774144",,"589","129",,,,"Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"taskhost","1964","1964","C:\Windows\system32\taskhost.exe","5/24/2020 10:05:26 PM","10510336","2580","415","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"VSSVC","1936","1936","C:\Windows\system32\vssvc.exe","5/24/2020 9:50:29 PM","1048576","2624","117","2","Microsoft Corporation","Microsoft? Windows? Operating System","Microsoft? Volume Shadow Copy Service","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"wininit","464","464","C:\Windows\system32\wininit.exe","5/24/2020 9:50:21 PM","90112","2668","77","1","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Start-Up Application","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"winlogon","492","492","C:\Windows\system32\winlogon.exe","5/24/2020 9:50:21 PM","131072","2712","119","3","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"wsmprovhost","1296","1296","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:14:23 PM","60133376","2756","369","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-05a","87fd6c67-5f1a-4574-8bfb-d251e096d716","True"
"csrss","404","404",,"5/24/2020 9:50:47 PM","1204224",,"230","9",,,,"Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"csrss","456","456",,"5/24/2020 9:50:48 PM","380928",,"90","9",,,,"Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"csrss","396","396",,"5/24/2020 8:41:19 PM","954368",,"240","9",,,,"Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"dllhost","2332","2332","C:\Windows\system32\DllHost.exe","5/27/2020 1:14:23 PM","3702784","1644","97","6","Microsoft Corporation","Microsoft? Windows? Operating System","COM Surrogate","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"csrss","448","448",,"5/24/2020 8:41:20 PM","311296",,"90","9",,,,"Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"dwm","764","764","C:\Windows\system32\dwm.exe","5/24/2020 9:50:52 PM","1495040","1688","179","7","Microsoft Corporation","Microsoft? Windows? Operating System","Desktop Window Manager","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"dllhost","1776","1776","C:\Windows\system32\DllHost.exe","5/27/2020 1:14:23 PM","3735552","1624","97","6","Microsoft Corporation","Microsoft? Windows? Operating System","COM Surrogate","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"Idle","0","0",,,"4096",,"0","1",,,,"Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"dwm","744","744","C:\Windows\system32\dwm.exe","5/24/2020 8:41:23 PM","757760","1668","181","7","Microsoft Corporation","Microsoft? Windows? Operating System","Desktop Window Manager","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"Idle","0","0",,,"4096",,"0","1",,,,"Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"LogonUI","744","744","C:\Windows\system32\LogonUI.exe","5/24/2020 9:50:51 PM","6672384","1772","371","10","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon User Interface Host","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"LogonUI","732","732","C:\Windows\system32\LogonUI.exe","5/24/2020 8:41:22 PM","3108864","1752","372","10","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon User Interface Host","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"lsass","560","560","C:\Windows\system32\lsass.exe","5/24/2020 9:50:49 PM","5398528","1816","748","6","Microsoft Corporation","Microsoft? Windows? Operating System","Local Security Authority Process","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"MsMpEng","1224","1224",,"5/24/2020 9:50:55 PM","32485376",,"494","15",,,,"Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"lsass","552","552","C:\Windows\system32\lsass.exe","5/24/2020 8:41:20 PM","6393856","1796","802","7","Microsoft Corporation","Microsoft? Windows? Operating System","Local Security Authority Process","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"SearchFilterHost","144","144","C:\Windows\system32\SearchFilterHost.exe","5/27/2020 1:12:14 PM","3989504","1900","92","1","Microsoft Corporation","Windows? Search","Microsoft Windows Search Filter Host","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"MsMpEng","1216","1216",,"5/24/2020 8:41:31 PM","31719424",,"504","15",,,,"Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"SearchIndexer","3048","3048","C:\Windows\system32\SearchIndexer.exe","5/24/2020 9:52:56 PM","10035200","1944","597","12","Microsoft Corporation","Windows? Search","Microsoft Windows Search Indexer","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"SearchIndexer","2904","2904","C:\Windows\system32\SearchIndexer.exe","5/24/2020 8:43:36 PM","7766016","1880","592","12","Microsoft Corporation","Windows? Search","Microsoft Windows Search Indexer","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"services","544","544",,"5/24/2020 8:41:20 PM","4554752",,"223","1",,,,"Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"SearchProtocolHost","2352","2352","C:\Windows\system32\SearchProtocolHost.exe","5/27/2020 1:12:14 PM","6668288","1988","299","4","Microsoft Corporation","Windows? Search","Microsoft Windows Search Protocol Host","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"smss","312","312",,"5/24/2020 8:41:13 PM","192512",,"44","2",,,,"Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"services","552","552",,"5/24/2020 9:50:49 PM","4505600",,"206","1",,,,"Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"smss","316","316",,"5/24/2020 9:50:44 PM","192512",,"44","2",,,,"Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"spoolsv","964","964","C:\Windows\System32\spoolsv.exe","5/24/2020 8:41:27 PM","1445888","2004","339","8","Microsoft Corporation","Microsoft? Windows? Operating System","Spooler SubSystem App","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","300","300","C:\Windows\system32\svchost.exe","5/24/2020 8:41:26 PM","10264576","2052","966","41","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"spoolsv","1012","1012","C:\Windows\System32\spoolsv.exe","5/24/2020 9:50:53 PM","1589248","2116","340","8","Microsoft Corporation","Microsoft? Windows? Operating System","Spooler SubSystem App","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","612","612","C:\Windows\system32\svchost.exe","5/24/2020 8:41:21 PM","3964928","2096","356","9","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","356","356","C:\Windows\system32\svchost.exe","5/24/2020 9:50:52 PM","10027008","2160","813","27","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","652","652","C:\Windows\system32\svchost.exe","5/24/2020 8:41:22 PM","3026944","2140","328","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","372","372","C:\Windows\system32\svchost.exe","5/24/2020 9:50:53 PM","9768960","2204","478","22","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","808","808","C:\Windows\System32\svchost.exe","5/24/2020 8:41:24 PM","10051584","2184","617","19","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","616","616","C:\Windows\system32\svchost.exe","5/24/2020 9:50:51 PM","3956736","2248","349","8","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
